tic,equity,shares,ebit,net_income,sale,price
IR,1869.9,205.066,351,159.1,2451.9,36.68
NKTR,1405.391,176.505,-440.035,-440.667,114.617,21.585
PUMP,969.305,100.624,358.786,163.01,2052.314,11.25
ABCB,2469.582,69.504,384.532,161.441,830.885,42.54
TELL,166.224,242.208,-145.859,-151.767,28.774,7.28
PENN,1852.7,115.958,749,43.9,5301.4,25.56
SSD,891.957,44.209,175.23,133.982,1136.539,80.23
LJPC,-59.896,27.195,-104.901,-116.508,23.054,3.93
LBRT,554.52,81.885,107.251,39.003,1990.346,11.12
ESS,6220.427,66.092,642.71,439.286,1618.589,300.86
HIW,2123.538,103.756,209.214,136.918,748.745,48.91
IMAX,547.694,61.176,78.128,46.866,395.664,20.43
FR,1764.399,126.994,175.836,238.775,442.219,41.51
HCC,765.582,51.072,383.392,301.699,1268.309,21.13
FDP,1719.2,48.015,115.3,66.5,4489,34.98
GBX,1276.73,32.488,171.998,71.076,3033.591,32.43
MATW,718.106,31.348,100.446,-37.988,1537.276,38.17
AIV,1780.649,148.885,170.531,474.083,928.052,51.65
GEO,996.83,121.225,300.413,166.603,2477.922,16.61
SOI,263.847,30.765,107.93,52.007,241.687,14
MLR,257.927,11.4,53.094,39.111,818.166,37.13
ARD,-216,236.36,521,1458,6660,19.58
ADTN,380.426,48.02,-32.053,-52.982,530.061,9.89
AMED,640.45,32.284,202.571,126.833,1962.174,166.92
YEXT,201.212,115.83,-119.353,-121.544,298.829,14.42
CLI,1493.699,90.595,-18.366,85.976,352.028,23.13
DAR,2565.819,163.775,86.387,312.6,3363.905,28.08
AYX,424.907,65.26,38.088,27.143,417.91,100.07
SIRI,-736,4412,1756,914,7794,7.15
RS,5206.6,66.854,1014.7,701.5,10973.8,119.76
OKTA,405.344,122.638,-182.383,-208.913,586.067,115.37
O,9774.456,333.619,702.376,436.482,1491.591,73.63
KNX,5666.215,170.688,433.829,309.206,4843.95,35.84
AZPN,393.285,68.624,284.24,262.734,598.345,120.93
CVLG,350.111,18.515,14.384,8.477,894.528,12.925
NWBI,1353.285,106.859,227.168,110.432,516.787,16.63
CADE,2460.846,127.598,410.397,201.958,991.001,18.13
COF,58011,456.562,9116,5546,33907,102.91
EEX,640.2,71.352,61.7,-50,360.9,10.55
CVNA,98.011,50.507,-267.084,-114.659,3939.896,92.05
CLDR,1438.369,295.168,-339.754,-336.582,794.191,11.63
URGN,180.302,21.026,-109.478,-105.146,0.018,33.37
VERI,47.411,25.671,-62.053,-62.078,49.648,2.49
BHVN,-7.424,52.385,-374.122,-528.805,0,54.44
AM,3143.414,484.042,388.944,-355.114,792.588,7.59
OVID,70.024,54.71,-61.41,-60.461,0,4.15
SVRA,101.698,50.79,-51.954,-78.173,0,4.48
APPN,205.237,67.468,-50.468,-50.714,260.352,38.21
KREF,1122.018,57.487,249.404,89.965,280.333,20.42
MGY,1776.042,167.318,127.94,50.196,936.142,12.58
GNTY,261.551,11.547,43.577,26.279,119.523,32.88
GTHX,255.527,37.612,-129.041,-122.447,0,26.43
FOCS,483.899,47.421,109.357,-12.872,1218.341,29.47
NESR,886.472,87.187,71.814,39.364,658.385,9.12
HAFC,563.267,30.8,78.758,32.788,274.324,19.995
AGS,133.784,35.535,35.587,-11.752,304.714,12.13
ATNX,188.225,81.558,-119.362,-123.749,101.229,15.27
NSIT,1160.318,35.263,257.361,159.407,7731.19,70.29
SSTI,27.251,11.314,1.595,1.798,40.752,25.5
RCII,458.963,54.738,199.646,173.546,2669.852,28.84
WOW,-245.9,84.103,193.9,36.4,1145.8,7.42
BRKS,1138.954,72.298,55.08,437.416,780.848,41.96
SGH,273.46,23.617,89.303,51.332,1211.999,37.94
SNEX,594.2,19.075,250.2,85.1,32897,48.83
CODX,1.737,17.343,-5.895,-6.196,0.215,0.8952
ACIW,1129.968,115.986,148.656,67.062,1258.294,37.885
BY,739.677,38.257,121.864,57.002,320.307,19.57
DLTR,6254.8,236.727,1599.9,827,23610.8,94.05
ESQ,111.062,7.652,26.976,14.143,48.47,26.07
NATI,1176.35,130.505,176.642,162.151,1353.215,42.34
MRSN,78.318,45.388,-30.2,-28.208,42.123,5.73
ABC,2878.917,206.761,1913.948,855.365,179589.121,85.02
ATLO,187.579,9.223,28.767,17.194,64.807,28.06
CBZ,659.238,55.419,80.522,70.714,948.424,26.96
BMRC,336.788,13.577,60.353,34.241,109.521,45.05
BHF,16172,106.027,-861,-740,6554,39.23
HLIT,252.446,91.875,17.615,-5.924,402.874,7.8
DRI,2331.2,129.894,386.9,-52.4,7806.9,109.01
RMD,2072.193,143.655,635.7,404.592,2606.572,154.97
BHB,396.407,15.558,52.333,22.62,164.442,25.39
AFIN,1683.262,108.475,56.445,4.147,299.744,13.26
SAFE,1091.812,47.782,65.607,27.693,92.993,40.3
TRTX,1503.954,76.023,301.733,126.313,341.568,20.27
GPMT,1019.136,54.853,207.192,70.214,247.467,18.38
KALA,29.692,36.086,-88.224,-94.347,6.074,3.69
RDFN,331.446,93.002,-79.246,-80.805,779.796,21.14
BKR,21929,650.065,1600,128,23838,25.63
JBGS,3386.476,134.148,49.586,65.571,651.76,39.89
CLXT,62.508,32.951,-39.673,-39.612,7.296,7.01
PETQ,283.109,23.554,25.009,-11.453,709.431,25.05
PDLB,158.402,17.451,11.841,-5.125,53.174,14.7
MTEM,103.028,45.589,-48.326,-69.421,22.27,13.985
PQG,1779.45,136.465,186.09,79.539,1567.072,17.18
MBIO,51.652,40.249,-45.885,-46.389,0,4.08
KRYS,202.914,17.354,-22.081,-19.088,0,55.38
HBB,36.266,13.516,29.994,-13.507,611.786,19.1
CEIX,435.199,25.933,187.813,76.001,1424.259,14.51
ROKU,698.426,119.897,-61.159,-59.937,1128.921,133.9
DCPH,546.467,51.618,-198.326,-192.256,25,62.24
OPTN,61.583,45.906,-95.601,-110.053,34.631,9.22
SWCH,207.3,89.768,76.927,8.917,462.31,14.82
MCB,299.121,8.313,64.631,30.134,140.409,48.23
SPRO,74.574,19.191,-63.216,-60.925,18.147,9.615
MDB,82.858,57.383,-147.225,-175.522,421.72,131.61
FNKO,225.41,34.918,67.867,11.725,795.122,17.16
ALTR,354.707,72.402,10.245,-7.542,463.025,35.91
CARG,256.855,112.135,35.101,42.146,588.916,35.18
PACK,531.8,70.805,22.1,-36.2,269.5,8.15
BAND,270.09,23.512,-17.693,2.494,232.594,64.05
EYE,776.437,79.678,79.341,32.798,1724.331,32.43
VICI,7965.183,461.005,862.513,545.964,914.812,25.55
CBTX,535.721,24.98,79.106,50.517,168.723,31.12
OSW,638.244,61.119,19.626,-41.028,562.233,16.84
AQUA,362.759,114.344,92.106,-9.523,1444.441,18.95
MBIN,441.082,28.706,121.893,77.329,259.084,19.71
SAIL,434.127,89.676,-6.006,-8.5,288.515,23.6
CUE,54.584,26.562,-36.769,-36.699,3.458,15.875
SFIX,396,101.397,23.495,36.881,1577.558,25.66
SBT,332.614,49.944,92.002,29.248,186.816,8.1
ARCT,25.792,15.138,-27.913,-25.991,20.789,10.87
NMRK,599.664,177.551,177.982,117.305,2218.132,13.455
ILPT,995.69,65.181,103.517,52.498,230.643,22.42
LBC,614.464,56,86.298,48.861,271.817,11.53
EQH,12760,463.711,-1559,-1733,9591,24.78
WSC,644.364,108.819,156.521,-11.122,1063.665,18.49
DNLI,394.89,96.19,-211.684,-197.614,26.678,17.42
QTRX,128.658,28.112,-39.088,-40.796,56.734,23.63
ODT,162.3,32.051,-114.93,-111.825,0,32.45
AMEH,191.549,35.908,34.414,14.117,560.618,18.41
AVYA,1300,111.033,216,-671,2887,13.5
ELOX,36.213,40.031,-50.555,-50.874,0,7.36
VMD,43.699,37.953,9.22,8.525,80.256,6.2
GTES,2651,290.157,366.4,690.1,3087.1,13.76
SLDB,80.048,45.988,-119.318,-117.223,0,4.45
RCKT,307.297,54.769,-76.151,-77.27,0,22.76
EOLS,79.457,33.563,-94.787,-90.034,34.925,12.17
ADT,3184.369,753.622,339.759,-424.15,5125.657,7.93
CDLX,143.267,26.547,-17.325,-17.144,210.43,62.86
WHD,327.466,47.159,183.15,85.612,628.414,34.32
BTAI,26.895,18.087,-33.601,-32.968,0,14.61
EVFM,15.636,48.138,-52.742,-80.033,0,6.17
COLD,1833.018,191.8,148.828,48.162,1789.88,35.06
ZS,308.558,127.253,-21.934,-28.655,302.836,46.5
CLBK,982.517,109.61,93.23,54.717,291.704,16.94
CLNC,2119.022,128.539,-210.606,-414.512,588.602,13.16
PRPL,-2.357,22.494,16.214,-4.027,428.358,8.71
STEP,216.229,,150.968,131.916,446.611,
VXRT,12.952,48.255,-10.865,-18.645,9.862,0.3505
BWB,244.794,28.974,48.898,31.403,107.604,13.78
RCUS,163.842,45.925,-88.709,-84.71,15,10.1
DBX,808.4,417,-79.5,-52.7,1661.3,17.91
SPOT,2285.886,184.336,-51.621,-208.726,7590.444,149.55
RFL,110.981,13.93,-6.696,-4.693,4.931,17.84
ZUO,164.659,114.482,-86.483,-83.394,274.757,14.33
FIXX,258.507,45.117,-109.943,-103.916,1.666,20.7
WH,1212,93.8,489,157,2073,62.81
LEVL,170.703,7.715,28.7,16.111,84.659,25.16
SMAR,514.06,118.194,-103.226,-95.94,270.882,44.92
DOCU,546.327,181.254,-193.509,-208.359,973.971,74.11
STXB,345.705,18.258,39.677,21.136,109.827,23
UBX,120.707,47.227,-91.003,-82.177,0,7.21
CHX,1032.96,77.46,127.315,52.164,1131.251,33.78
LASR,216.608,38.084,-9.439,-12.884,176.619,20.28
GSHD,-9.217,15.238,13.456,3.567,76.869,42.4
ROAD,343.55,51.782,55.429,43.121,783.238,16.87
LOVE,90.155,14.473,-15.306,-15.205,233.377,16.05
INSP,139.835,24.107,-34.897,-33.243,82.05,74.21
EVLO,60.197,32.171,-86.357,-85.472,0,4.06
SRRK,112.901,29.793,-54.542,-51,20.492,13.18
KNSA,225.423,54.938,-151.963,-161.867,0,11.06
OBNK,599.262,23.481,98.183,53.882,273.56,37.84
MGTA,141.193,39.261,-82.969,-76.769,0,15.16
GSKY,25.701,66.425,123.753,31.98,529.646,8.9
EVOP,-589.302,41.234,34.528,-10.105,485.778,26.41
MGTX,190.802,36.792,-58.183,-54.746,13.292,20.02
VRCA,65.015,25.786,-30.08,-28.207,0,15.89
USX,230.208,49.001,25.239,-3.647,1707.361,5.03
TCDA,263.883,49.763,-178.824,-176.813,0,37.74
TBIO,153.536,60.022,-97.197,-113.293,7.804,8.14
DOMO,-49.18,28.25,-116.56,-125.656,173.395,21.72
AVLR,463.722,77.448,-55.872,-50.214,382.421,73.25
AMAL,490.41,31.523,98.001,47.202,215.155,19.45
KZR,78.046,19.208,-37.342,-35.087,0,4.01
BV,1283.8,104.648,155.528,44.4,2404.6,16.87
IIIV,80.072,14.444,11.638,-3.045,376.307,28.25
SKY,474.315,56.665,90.716,58.16,1369.73,31.7
AVRO,186.013,31.643,-75.809,-72.965,0,20.13
XERS,14.436,27.215,-122.38,-125.58,2.722,7.05
BE,-259.594,121.037,-118.968,-306.868,796.479,7.47
EPRT,1194.45,83.761,69.948,41.844,140.151,24.81
RPAY,254.353,37.531,-8.083,-40.032,104.603,14.65
EVER,51.77,26.438,-6.822,-7.117,248.811,34.35
RVI,687.903,19.052,-18.392,46.749,231.42,36.8
BJ,-54.344,137.298,352.199,187.176,13190.707,22.74
REPL,183.718,36.669,-56.198,-52.625,0,14.35
RUBY,274.213,80.016,-169.601,-163.458,0,9.5
ALLK,495.721,48.668,-91.418,-85.372,0,95.36
CRNX,117.139,24.263,-54.832,-50.422,1.193,25.09
CNST,337.584,41.719,-86.055,-85.55,0,47.11
IAA,-137.2,133.6,321.5,193.2,1436.8,47.06
PRVB,82.156,47.658,-44.372,-43.285,0,14.9
TENB,98.905,98.587,-86.829,-99.013,354.586,23.96
ARLO,203.376,75.786,-133.761,-85.951,370.007,4.21
SONO,280.928,108.603,5.699,-4.766,1260.823,15.62
CWK,1301.3,219.885,199.2,0.2,8751,20.44
LQDA,34.948,28.231,-46.823,-47.583,8.072,4.275
IMXI,55.967,38.034,-4.09,19.609,275.333,12.04
FTDR,-179,85.309,262,153,1365,47.42
ELAN,5546.9,373.012,373,67.9,3071,29.45
MESA,425.868,31.413,130.677,47.58,723.357,8.94
AMTB,834.701,43.146,110.771,51.334,368.175,21.79
HFFG,603.408,52.145,9.451,5.39,388.162,19.5
FLMN,129.132,45.964,37.156,14.35,68.463,7.06
LTHM,544,145.982,79,50.2,388.4,8.55
REZI,1602,122.873,295,36,4988,11.93
STRO,97.789,23.099,-55.468,-55.744,42.736,11
EB,425.815,85.719,-72.951,-68.76,326.801,20.17
ARVN,226.686,38.461,-51.524,-70.292,42.976,41.09
GRTS,134.344,36.333,-97.94,-94.433,4.365,8.97
UPWK,259.424,113.604,-18.732,-16.659,300.562,10.67
GH,798.393,94.261,-81.949,-75.651,214.375,78.14
KOD,345.359,44.413,-49.19,-47.365,0,71.95
YMAB,198.903,39.728,-83.004,-81.028,0,31.25
ALLO,629.023,124.267,-202.008,-184.594,0,25.98
SIBN,63.008,25.164,-32.803,-38.403,67.301,21.5
NGM,330.719,66.96,-49.34,-42.795,103.544,18.49
PLAN,291.681,135.495,-147.133,-149.217,348.022,52.4
TWST,152.082,32.873,-106.65,-107.669,54.385,21
ESTC,413.647,82.857,-153.131,-167.174,427.62,64.3
VRRM,339.347,159.15,103.258,33.343,448.737,13.99
STNE,1485.803,277.353,359.465,200.307,640.847,39.89
VAPO,53.739,20.852,-47.964,-51.059,48.104,12.16
AMK,858.861,72.39,34.264,-0.42,415.426,29.02
ETRN,672.716,254.745,1071.338,-203.743,1630.242,13.36
AXNX,183.003,34.111,-80.599,-79.935,13.82,27.71
MRNA,1174.81,336.537,-545.72,-514.021,60.209,19.56
WTRH,22.908,76.579,-79.348,-291.306,191.675,0.322
DOW,13541,741.499,3556,-1359,42951,54.73
SI,231.036,18.668,41.433,24.846,91.28,15.91
BYND,384.09,61.576,4.38,-12.443,297.897,75.6
ORGO,55.583,104.871,-29.459,-40.454,260.981,4.81
GOSS,352.485,61.635,-182.539,-180.307,0,15.63
HARP,94.22,24.85,-58.206,-55.572,5.777,14.79
TCRR,160.449,23.981,-51.382,-47.599,0,14.28
PSTX,-149.511,13.196,-77.05,-86.527,0,
ALEC,194.743,69.053,-113.246,-105.385,21.219,17.23
FOXA,9947,620.596,2486,1595,11389,37.07
CYCN,97.729,27.598,-120.899,-123.008,4.507,2.72
WTRE,872.353,19.903,76.599,62.541,687.365,25.16
CVET,1256,111.621,-14,-1019,3976,13.2
SWAV,192.653,31.447,-51.839,-51.109,42.927,43.92
LYFT,2854.084,302.596,-2702.48,-2602.241,3615.96,43.02
SILK,71.891,31.255,-28.065,-52.415,63.354,40.38
DTIL,138.314,51.155,-87.204,-92.877,22.238,13.89
TW,3378.588,222.524,189.819,126.121,775.566,46.35
XFOR,129.22,16.129,-46.803,-52.807,0,10.7
RMBI,187.787,12.467,13.85,-14.084,45.417,15.96
TH,123.402,100.84,95.378,6.236,321.096,5
PLMR,218.556,23.469,46.368,10.621,113.296,50.49
CHNG,3285.447,303.428,30.436,-947.597,196.792,16.39
PD,307.938,77.794,-55.559,-50.339,166.351,23.39
DSSI,1169.131,39.891,57.293,-9.306,579.784,16.74
MNRL,317.319,34.041,37.218,21.639,101.515,21.44
ZM,833.943,278.728,12.696,25.305,622.658,68.04
TPTX,404.351,35.915,-76.824,-72.131,0,62.29
PINS,2023.705,569.904,-1388.866,-1361.371,1142.761,18.64
KTB,69.257,56.811,284.029,96.654,2548.839,41.99
TMDX,54.649,21.185,-29.603,-33.547,23.604,19.01
AVTR,1458.5,572.8,577.1,37.8,6040.3,18.15
UBER,14190,1716.681,-8596,-8506,14147,29.74
RRBI,251.898,7.306,42.671,24.824,89.695,56.06
NXTC,321.484,27.499,-37.482,-33.737,6.347,56.33
APLT,32.607,18.532,-45.582,-45.513,0,27.28
SPFI,306.182,18.036,64.22,29.22,189.575,20.87
CRTX,115.478,26.869,-39.168,-36.98,0,56.14
FSLY,257.652,94.818,-46.548,-51.55,200.462,20.07
WORK,708.81,555.36,-557.878,-571.058,630.422,22.48
IDYA,100.4,20.339,-44.271,-41.975,0,7.5
PSN,1629.89,100.67,84.695,120.534,3954.812,41.28
CTVA,24309,748.577,856,-959,13846,29.56
CRWD,742.107,212.948,-146.065,-141.779,481.413,49.87
PSNL,106.69,31.243,-22.418,-25.084,65.207,10.9
STOK,224.428,32.862,-35.678,-32.325,0,28.32
BBIO,408.454,123.658,-264.74,-260.587,40.56,35.05
AKRO,128.726,28.568,-45.651,-43.755,0,22.195
BCEL,186.952,27.97,-72.571,-67.484,0,15.47
ADPT,571.039,125.238,-78.391,-68.606,85.071,29.92
MORF,140.918,30.11,-46.988,-43.328,16.977,17.16
REAL,338.928,85.872,-95.267,-96.746,318.037,18.85
KRTX,389.916,26.013,-45.405,-43.957,0,75.34
INBX,-93.569,18.154,-40.953,-51.4,13.211,
CMBM,39.929,25.673,2.187,-17.601,267.028,8.74
MDLA,397.796,132.346,-119.643,-112.333,402.463,31.11
FULC,87.153,22.654,-58.626,-82.677,0,16.64
PHR,101.865,36.598,-15.298,-20.293,124.784,26.64
HCAT,200.644,36.679,-54.419,-60.096,154.941,34.7
NOVA,645.935,83.981,-17.313,-144.351,131.556,11.16
CSTL,85.113,17.131,7.328,5.277,51.865,34.37
PROS,543.031,43.058,86.577,38.89,878.059,16.13
RAPT,73.121,21.833,-43.629,-42.997,0,27.61
DT,961.497,280.853,-170.847,-418.024,545.803,25.3
ONEW,31.77,,52.941,35.657,767.624,
CFB,601.644,51.969,49.478,28.473,224.933,14.42
OPRT,488.766,27.003,145.883,61.598,502.911,23.8
NVST,3540.2,158.7,297.5,217.6,2751.6,29.64
OPCH,906.827,706.368,37.855,-75.92,2310.417,3.73
SWTX,322.072,43.006,-59.239,-58.306,0,38.49
NET,725.828,300.173,-107.946,-105.828,287.022,17.06
CRNC,1068.128,36.385,36.2,100.268,303.315,22.63
PING,710.471,79.633,10.678,-1.504,242.898,24.3
DDOG,782.341,296.387,-25.147,-16.71,362.78,37.78
PTON,-538.6,25.302,-202.2,-195.6,915,
VIR,423.942,107.649,-172.349,-174.683,8.091,12.575
IGMS,240.231,30.485,-44.498,-43.133,0,38.16
TXG,420.083,96.242,-29.071,-31.251,245.893,76.25
PNTG,71.111,27.853,20.086,2.546,338.531,33.07
FREQ,167.358,30.845,-20.675,-18.746,28.947,17.53
APRE,124.244,21.023,-29.544,-28.06,0,45.89
BRBR,486.4,,169.2,123.1,854.4,
PGNY,114.271,84.188,9.827,-8.569,229.683,27.45
BEAM,-201.104,7.326,-75.154,-78.326,0.018,
PHAT,227.955,24.728,-27.318,-255.131,0,31.14
FDMT,-72.97,5.179,-45.627,-49.306,6.986,
OYST,137.298,21.367,-47.301,-45.711,0,24.44
HBT,332.918,27.457,93.724,66.865,175.988,18.99
ETNB,89.944,13.789,-26.64,-57.42,0,26.29
SITM,62.14,14.968,-4.873,-6.607,84.074,25.5
SPCE,467.56,196.001,-213.262,-210.935,3.781,11.55
AHCO,-14.522,40.816,48.249,-14.996,529.644,10.98
BRMK,1184.472,132.016,107.305,75.236,130.984,12.75
BILL,-102.657,8.154,-9.803,-7.314,108.351,
REYN,-818,155.455,565,225,3032,
BIPC,1654,,1037,197,1619,
SPT,128.13,48.845,-47.268,-46.807,102.707,16.05
ARNC,2714,,364,225,7277,
IMVT,94.069,54.655,-63.778,-66.388,0,15.87
ONEM,-187.066,18.951,-54.113,-52.554,276.258,
ARQT,-65.029,2.121,-43.132,-41.996,0,
PPD,-2698.148,279.426,455.661,47.821,4031.017,
SDGR,-93.364,6.122,-38.715,-24.571,85.543,
BDTX,-47.157,2.237,-29.332,-35.258,0,
RVMD,-152.574,3.292,-53.523,-47.664,50.041,
PASG,-56.253,4.293,-36.689,-45.634,0,
VRT,,,,,,
PAE,,,,,,
OTIS,1700,,1950,1116,13118,
CARR,14102,,2475,2116,18608,
AZEK,490.023,108.163,68.088,-20.196,794.203,
VNT,1811.2,0.001,569.3,436.5,2772.1,
ALTG,,,,,,
SLQT,262.455,87.098,98.593,72.579,337.469,
NARI,-39.144,6.721,0.92,-1.192,51.129,
LUNG,-187.378,2.1,-17.838,-20.703,32.595,
ACCD,-256.795,6.033,-48.204,-51.365,132.507,
ORIC,-90.084,1.984,-28.569,-26.883,0,
GDYN,,,,,,
ZNTL,-80.106,5.601,-46.845,-45.663,0,
MSGE,2572.048,,-49.927,-17.894,1048.909,
KROS,-19.446,2.43,-10.005,-12.336,10,
PLRX,-76.295,1.846,-1.231,-0.631,57.052,
RNA,-65.357,2.989,-17.332,-24.734,2.319,
RPRX,6105.555,36.706,2623.176,2348.535,1814.254,
AMTI,-71.702,7.361,-28.29,-28.043,0,
VRM,-573.852,4.325,-133.148,-142.978,1191.821,
ACEL,85.525,81.637,33.185,-5.864,424.385,12.5
FMTX,17.858,2.251,-35.16,-34.793,100.557,
AKUS,-32.801,0.997,-23.883,-25.741,0,
GBIO,-98.592,5.271,-62.302,-61.317,0,
PCVX,-106.373,4.06,-54.153,-50.274,0,
EBC,1600.153,0,284.42,135.098,627.316,
GOCO,218.894,237.939,46.435,-41.068,539.501,
RXT,898.8,165.4,132.3,-102.3,2438.1,
NKTX,-25.483,1.601,-22.349,-21.076,0.115,
BLI,-140.986,3.073,-16.537,-18.302,56.693,
RLAY,-180.438,4.037,-84.048,-75.305,0,
ITOS,-36.088,0.257,-28.048,-22.454,0,
IAC,,,,,,
LMND,-182.5,11.271,-107.9,-108.5,67.3,
ALXO,-70.639,3.167,-19.183,-19.243,4.796,
NCNO,167.273,81.527,-27.07,-27.594,138.18,
JAMF,503.878,102.844,-18.664,-32.6,204.027,
MEG,-26.291,8.37,-4.079,-23.557,233.854,
RKT,3497.914,,1170.14,893.754,5254.815,
VITL,8.559,25.935,3.42,2.385,140.733,
OSH,,0.62,-100.191,-107.862,556.604,
BIGC,-257.303,18.544,-40.987,-42.59,112.103,
AFIB,-225.811,0.696,-56.283,-97.039,2.836,
NRIX,-57.714,3.595,-22.236,-21.699,31.115,
ANNX,-100.454,0.434,-32.518,-37.183,0,
INZY,-33.219,1.205,-20.806,-19.724,0,
NTST,164.533,8.861,-2.791,-8.044,20.318,
ALVR,-51.503,2.1,-26.701,-23.839,0.165,
DCT,389.066,,-13.523,-16.896,171.273,
BEPC,7748,,823,241,2236,
KYMR,-74.406,1.93,-42.205,-41.246,2.934,
AOUT,224.098,,-14.047,-96.201,167.379,
MAXN,362.219,,-136.163,-183.059,1198.301,
OM,-372.187,0.922,-70.307,-68.299,15.078,
SUMO,-220.574,18.984,-83.401,-92.137,155.056,
U,-292.648,123.261,-147.069,-163.19,541.779,
DYN,-13.393,2.587,-13.826,-14.859,0,
ATHA,-19.723,3.641,-5.449,-5.161,0,
LNSR,-30.553,1.07,-12.714,-14.657,30.528,
FROG,-33.434,27.931,-4.952,-5.394,104.716,
AMWL,-307.123,42.303,-92.684,-87.19,148.857,
BNL,1667.614,26.001,134.989,79.394,298.824,
PTVE,2079,35.708,477,91,7115,
TSHA,-0.135,10.895,,,,
PMVP,-70.474,3.046,-26.637,-25.352,0,
ASO,988.219,227.763,179.421,120.043,4829.897,
PRLD,-49.412,3.162,-28.109,-27.57,0,
EAR,-156.103,0.266,-44.036,-44.486,32.79,
CCCC,-111.963,1.427,-35.452,-34.099,21.381,
ALGS,-64.891,3.928,-54.043,-52.264,0,
CRSR,216.775,84.079,26.171,-8.394,1097.174,
KRON,-23.203,5.66,-16.816,-16.117,0,
STTK,-34.548,7.601,-25.067,-23.982,9.887,
MAX,-113.596,1016.431,33.672,17.82,408.005,
MCFE,-2094,,148,-236,2635,
PRAX,-81.008,1.622,-35.789,-35.512,0,
ARRY,305.151,,93.291,39.745,647.899,
MSP,992.303,135.293,29.225,-31.188,458.752,
LESL,-887.357,156.5,121.588,0.702,928.203,
AVIR,-49.571,10.091,-14.608,-14.034,0,
GATO,149.391,80.647,-10.781,-37.818,0,
NGMS,-5.608,21.984,5.31,-3.978,33.062,
ALGM,633.176,10,59.85,36.971,650.089,
SHC,-642.574,232.4,197.336,-20.85,778.327,
MRVI,141.396,253.917,24.31,-4.47,143.14,
UPST,-62.714,14.561,21.91,-0.466,190.674,
CNXC,1469.841,,364.805,117.164,4707.912,
OLMA,-10.594,2.593,-4.323,-4.316,0,
CERT,492.048,132.408,22.306,-8.926,208.511,
SEER,-20.274,12.194,-16.883,-16.038,0.116,
AAN,837.781,,82.846,28.099,1784.477,
MASS,-63.168,4.991,-12.144,-13.373,17.972,
KNTE,-17.486,3.665,-12.012,-11.969,0,
AIRC,1780.649,148.885,170.531,474.083,928.052,
SBTX,-58.777,0.67,-24.067,-23.967,0,
WOOF,569.391,,129.6,-95.873,4434.514,
AI,-182.697,31.21,-71.497,-69.378,156.666,
BCAB,-145.309,54.6,-28.268,-29.794,5.2,
SHLS,149.906,,26.93,25.143,144.496,
CGEM,-40.773,11.897,-22.27,-20.657,0,
OCDX,-812.8,146.438,106.5,-156.9,1801.5,
DRVN,288.414,,88.26,7.731,600.273,
PLTK,-1615.5,378,548,288.9,1881.1,
BOLT,-45.846,1.922,-30.967,-30.487,0.215,
ONTF,-171.208,8.954,-16.101,-17.527,89.133,
SGFY,-63.3,0.093,19.6,-28.5,501.8,
DSP,15.205,0.4,13.266,9.924,164.892,
APR,134.516,0.993,53.372,15.622,1088.875,
VOR,-17.429,0.12,-10.417,-10.839,0,
CGNT,444.544,,22.521,20.191,457.109,
SANA,-142.542,10.003,-123.292,-130.778,0,
VMEO,23.633,141.021,-60.253,-75.577,196.015,
SBGI,1502,91.558,474,47,4240,33.34
DISH,11564.521,523.039,1878.876,1399.512,12807.684,35.47
HA,1081.796,46.122,327.477,223.984,2832.228,29.29
LSI,2132.894,46.676,234.716,258.699,579.647,108.28
PLAY,169.65,30.603,148.079,100.263,1354.691,40.17
WAB,9956.5,191.699,1169.5,326.7,8323,77.8
ACTG,173.125,50.371,-23.418,-17.115,11.246,2.66
RWT,1827.231,114.353,496.315,169.183,623.686,16.54
EAF,-691.073,270.485,974.045,744.602,1790.793,11.62
AAWW,1792.179,25.871,193.611,-293.113,2739.189,27.57
SHO,2384.838,224.855,153.93,135.733,1131.724,13.92
KFRC,167.263,22.925,76.856,130.862,1347.387,39.7
IART,1416.736,85.87,260.867,50.201,1517.557,58.28
SVC,2505.878,164.563,377.046,259.75,2320.508,24.33
ACGL,10717.371,405.619,1868.397,1636.319,6806.006,42.89
MD,1498.996,84.248,408.495,-1497.702,3513.542,27.79
NOVT,417.172,35.052,73.126,40.773,626.099,88.44
ERIE,1133.253,52.29,357.339,316.821,2477.298,166
RE,9132.925,40.799,1024.865,1009.461,8125.354,276.84
MYGN,1088.9,73.5,52.8,4.6,851.1,27.23
RNR,5321.367,44.148,1055.285,748.798,4181.668,196.02
THG,2916.2,38.4,559.6,425.1,4890.7,136.67
RICK,168.457,9.591,37.492,19.175,181.059,20.5
POOL,410.18,40.074,341.246,261.575,3199.517,212.38
DVA,2133.409,125.843,1755.53,810.981,11388.479,75.03
BANR,1594.034,35.752,236.628,146.278,607.628,56.59
OPK,1614.759,669.829,-196.507,-314.925,901.935,1.47
HSIC,2998.044,143.353,732.966,694.734,9985.803,66.72
SWM,597.7,30.897,139.2,85.8,1022.8,41.99
AEIS,676.714,38.358,84.557,64.941,788.948,71.2
EL,4386,361.102,2607,1785,14866,206.54
WAT,-216.281,62.587,724.649,592.198,2406.596,233.65
SAM,735.636,12.044,155.823,110.041,1249.824,377.85
FFIC,579.672,28.157,82.807,41.279,287.657,21.605
NTAP,242,219,931,819,5412,62.25
NWPX,248.158,9.747,30.918,27.902,279.317,33.31
