tic,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income
BOOM,144.353,277.421,71.423,105.28,172.141,658.5058,44.94,14.653,11.7478,118.657,0.741,20.353,60.855,397.55,243.681,53.728,78.558,88.418,1.554,72.93,34.041
IIIN,160.584,293.009,28.413,46.992,246.017,395.4283,21.49,19.261,12.7728,104.96,0.834,38.181,45.397,455.713,412.744,70.851,4.864,18.417,0.168,132.171,5.598
XOM,50052,362597,63989,163659,198938,295448.52,69.78,4234,45.2645,259651,74.9,3089,26966,255583,211152,18528,12766,31764,1561,-13937,14340
FMC,4074.8,9872.7,2723.9,7311.3,2561.4,12889.1577,99.82,129.124,19.6114,922.7,6.4,339.1,2472.7,4609.8,2393.9,1017,1070.4,1202.7,165.1,1350.9,477.4
NEE,7408,117691,13853,75844,41360,118416.24,242.16,489,75.6748,82010,14.8,600,2807,19204,9366,1328,5622,9838,2249,-6445,3769
FARM,159.908,424.61,96.106,267.116,157.494,278.9775,15.06,17.042,8.3247,189.458,1.521,6.983,56.346,595.942,383.14,87.91,-3.381,30.319,12,63.802,-73.595
FDX,16383,73537,10344,55242,18295,34150.8403,151.21,261.572,69.9425,47525,506,4881,10665,69217,52258,572,3122,6737,726,6039,1286
FRT,,6794.992,,4019.102,2636.132,,128.73,75.541,31.4444,,0.313,127.432,183.001,935.042,538.516,0,353.772,,130.11,,353.866
FSS,360.7,1165.5,160.2,523.9,641.6,1951.125,32.25,60.5,10.605,234.9,3.6,31.6,134.2,1221.3,857,182.9,150.4,191.1,7.9,200.5,108.5
M,6810,21172,5750,14795,6377,4929.0445,17,309.031,20.6355,9301,123,685,409,25331,14190,5188,931,1912,214,1060,564
FOE,883.169,1834.621,381.745,1464.419,370.202,1216.1342,14.83,82.005,4.3946,321.689,5.922,96.202,205.169,1018.366,667.483,264.622,114.244,155.544,27.38,501.424,6.038
FITB,,169369,,148166,21203,21792.0778,30.74,708.916,27.37,3316,19.869,3278,108356,8900,1928,1462,3888,4197,,,2512
RF,,126240,,109945,16295,16426.3414,17.16,957.246,15.4558,2403,19.564,1598,82094,6755,1281,690,2912,2912,,,1582
TRMK,,13497.877,,11837.175,1660.702,2215.542,34.51,64.2,25.8676,220.973,2.844,358.916,9323.137,697.537,94.742,255.595,265.776,305.196,,,150.46
FCNCA,,39824.496,,36238.312,3586.184,5656.8601,532.21,10.629,337.3962,1321.511,7.176,376.719,28656.355,1819.872,124.083,114.46,673.018,800.707,,,457.371
MTB,,119872.757,,104156.108,15716.649,22163.918,169.75,130.568,110.7978,1140.924,17.773,1432.805,89871.798,6941.272,925.329,85.646,3489.752,3791.067,,,1929.149
USB,,495426,,442943,52483,90960.05,59.29,1534.155,29.7734,3702,69.651,22405,292082,27325,5946,5656,12143,12645,,,6914
FHN,,43310.9,,38234.892,5076.008,5157.9266,16.56,311.469,15.0274,658.916,5.017,633.728,30860.804,2278.362,461.153,611.628,972.968,1041.587,,,440.908
FLO,553.918,3177.776,528.143,1914.346,1263.43,4598.3144,21.74,211.514,5.9733,1117.124,9.7,11.044,321.83,4123.974,2155.709,194.515,277.714,421.942,38.847,25.775,164.538
FLR,5516.272,7966.658,3932.061,6382.566,1584.092,2646.4851,18.88,140.174,10.6136,790.842,50.182,1997.199,1580.284,14348.018,14653.217,377,-586.47,-464.288,74.104,1584.211,-1522.164
F,114047,258537,98132,225307,33230,36873.849,9.3,3964.93,8.3696,67114,190,17504,63139,155900,127835,10786,5767,15456,5409,15915,47
FSTR,216.664,405.171,116.744,235.309,169.862,201.9784,19.38,10.422,16.2984,95.588,1.33,14.178,78.575,655.057,522.631,119.301,26.809,44.44,4.92,99.92,42.568
FELE,567.444,1194.743,185.764,396.31,798.669,2659.1321,57.32,46.391,17.1702,228.949,5.4,64.405,173.327,1314.578,849.498,300.246,129.852,166.829,8.245,381.68,95.483
BEN,,14532.2,,3161.3,10624.2,14409.8846,25.98,499.303,19.8407,683.7,9.597,,839,5774.5,4087.2,44.2,1589.4,1687.3,24.7,,1195.7
FUL,1033.362,3985.734,542.157,2762.945,1222.789,2555.9011,51.57,51.241,23.8549,629.813,6.369,112.191,519.439,2897,1942.175,337.267,269.445,410.651,103.703,491.205,130.817
GATX,,8285.1,,6450,1835.1,2885.9141,82.85,34.833,52.6828,7165.4,2.165,151,171.2,1393.8,557.8,68.4,315.5,647.4,190.4,,211.2
AJG,9117.5,19634.8,8921,14419.3,5215.5,17914.8581,95.23,188.122,27.4051,860.9,33.247,604.8,6279.8,7195,5818.8,0,901.8,1376.2,179.8,196.5,668.8
TGNA,707.324,6953.976,361.158,5363.599,1590.377,3629.4742,16.69,217.464,7.3133,589.182,6.883,29.404,601.405,2299.497,1223.586,0,596.883,707.512,205.47,346.166,286.235
GPS,4516,13679,3209,10363,3316,6459.11,17.68,371,8.938,8524,129,1364,316,16383,9673,2156,1041,1595,83,1307,351
AJRD,1418,2707.8,869.9,2131.1,576.7,3529.518,45.66,77.3,7.4605,457.9,4.814,932.6,203,1981.5,1613.6,248.1,240.7,314.3,35.7,548.1,141
GD,19780,48841,16801,35264,13577,51072.7235,176.35,289.61,46.8803,6298,102.9,,11401,39350,31548,6306,4648,5391,472,2979,3484
GE,,266048,,235748,29861,97520.9234,11.16,8738.434,3.2397,46186,205,36394,27764,95214,67328,14104,8799,14394,3972,,-4979
GIS,5121.3,30806.7,7491.5,21912.6,8349.5,38441.792,53.56,609.8,13.215,3945.8,35,,1770.9,17626.6,10855.4,1426.3,3024.9,3619.6,475.1,-2370.2,2181.2
ALLY,,180644,,166228,14416,11439.5859,30.56,374.332,38.5113,9678,8.7,3555,127890,11556,6856,158,3610,4700,1705,,1715
GM,74992,228037,84905,182080,45957,51240,36.6,1400,29.8514,81905,164,19069,33398,137237,106389,10398,9570,22357,4423,-9913,6732
SPXC,632.1,2134.5,608.6,1632.1,502.4,2249.0486,50.88,44.203,11.3657,209.8,4.5,54.7,352.3,1525.4,1056.5,154.9,118.5,150.6,21,23.5,70.9
GCO,508.183,1680.478,361.935,1061.135,619.343,577.886,47.92,14.697,42.0721,973.364,22.05,81.418,29.195,2197.066,1084.377,365.269,94.055,143.629,3.339,146.248,61.384
GNTX,950.377,2168.803,171.847,,1938.088,7282.0364,28.98,251.278,7.7129,498.316,5.874,296.322,235.41,1858.897,1065.887,248.942,488.537,593.24,0,778.53,424.684
GPC,7938.616,14645.629,6394.12,10950.129,3695.5,15443.5049,106.23,145.378,25.2769,2290.752,55,276.992,2635.155,19392.305,13066.428,3831.183,1132.602,1402.89,95.711,1544.496,621.085
GTY,,1211.777,,622.338,589.439,,32.87,41.368,14.2487,,0.031,21.781,157.536,140.675,53.683,0,71.615,,24.632,,49.723
GLT,477.332,1283.794,230.503,727.835,555.959,809.7384,18.3,44.248,12.5646,549.122,2.557,126.201,124.442,927.673,729.311,190.415,50.066,100.886,10.408,246.829,-21.541
GT,5934,17185,5287,12640,4545,3618.8708,15.555,232.65,18.7019,8063,63,908,1941,14745,10818,2851,824,1604,385,647,-311
GRC,227.665,382.76,45.495,74.882,307.878,977.55,37.5,26.068,11.8106,113.589,1.2,,65.433,398.179,281.755,75.997,43.84,57.589,0.001,182.17,35.815
GRA,1134.9,3932.6,745.1,3530.4,402.2,4661.5096,69.85,66.736,5.9293,1178.7,4,282.5,335.3,1958.1,1060.5,309.9,433.8,534.1,84.2,389.8,126.3
GGG,791.468,1692.21,285.322,667.279,1024.931,8698.924,52,167.287,6.1268,355.437,3.7,220.973,267.345,1646.045,738.589,273.233,424.456,472.156,13.11,506.146,343.853
GHM,126.677,148.12,49.234,51.396,96.724,127.4649,21.88,9.881,9.7889,17.83,0.337,32.955,15.885,90.604,70.51,36.883,1.269,3.226,0.012,77.443,1.872
GWW,3555,6005,1678,3945,2060,18174.4618,338.52,53.688,34.5515,1623,25.3,360,1425,11486,6939,1655,1388,1616,88,1877,849
GTN,672,6972,246,4858,2114,2123.3344,21.44,99.54,14.7077,777,8.018,212,411,2122,1354,0,503,698,227,426,179
GEF,1249,5426.7,825.4,4214.3,1191.1,2063.5621,44.2,48.266,23.4762,1690.3,17,77.3,664.2,4595,3429.2,358.2,452.5,658.4,118.1,423.6,171
HAL,11212,25377,4878,17352,8025,21484.66,24.47,878,9.1253,8364,55,2268,4577,22408,18498,3139,2058,3683,592,6334,-1131
LHX,2578,10117,2268,6754,3363,22421.9289,197.87,118.553,28.3671,894,18.2,,1455,6801,4214,360,1157,1410,169,310,949
HSC,652.812,2367.467,464.894,1577.808,789.659,1806.6302,23.01,78.515,9.4451,613.851,10.5,57.259,362.421,1503.742,1008.987,156.991,116.858,252.161,36.586,187.918,503.919
HAS,6747.521,8855.628,1257.082,5860.098,2995.53,14454.1014,105.61,136.863,21.8871,382.248,5.6,4580.369,1442.779,4720.227,2174.455,446.105,669.828,850.615,101.878,5490.439,520.454
AMOT,115.643,305.828,46.641,186.634,119.194,465.5515,48.5,9.599,12.4173,69.428,1.7,13.416,44.429,371.084,249.361,53.385,29.556,44.413,5.134,69.002,17.022
HVT,204.523,560.072,127.016,299.569,260.503,385.3794,20.16,19.113,13.6296,332.008,3.425,75.739,1.527,802.37,347.207,104.817,27.021,47.617,0.152,77.507,21.865
HE,,13745.251,,11430.698,2314.553,5106.4748,46.86,108.973,20.925,5308.799,3.841,196.813,5368.615,2874.601,2258.576,,337.912,616.025,90.899,,219.772
HWKN,131.031,389.328,62.22,155.844,233.484,374.2272,45.81,10.512,22.2112,135.434,0.656,4.277,67.391,540.198,417.097,54.436,42.271,63.855,2.511,68.811,28.367
HCSG,515.732,722.592,148.651,262.287,460.305,1803.3037,24.32,74.149,6.2078,28.82,51,27.329,340.93,1840.778,1598.937,36.517,87.379,101.319,3.459,367.081,64.581
WELL,,33380.751,,16398.247,16506.627,33550.8175,81.78,410.257,37.8798,,0.443,284.917,,5163.74,3763.938,0,1273.253,,570.831,,1232.432
STRL,357.521,961.94,293.504,691.726,221.211,391.0298,14.08,27.772,7.9187,130.009,2.8,45.733,290.802,1126.278,1002.584,0,53.899,74.494,16.686,64.017,39.901
HL,179.124,2637.308,116.974,944.885,1692.423,1772.6174,3.39,522.896,3.2215,2440.079,1.622,62.452,38.421,673.266,448.125,66.213,-36.727,169.705,45.592,62.15,-99.557
HEI,813.731,2969.211,289.138,1086.287,1694.66,14333.2279,114.15,134.496,12.391,173.345,5.9,57.001,317.458,2055.647,1159.249,420.319,459.727,542.285,21.695,524.593,327.896
KHC,8097,101450,7875,49701,51749,39230.73,32.13,1221,42.2793,7597,37,2279,2146,24977,15788,2721,5090,6084,1361,222,1935
HELE,682.836,1903.883,338.896,742.16,1161.723,4146.9324,179.79,25.194,46.1111,164.752,1.65,24.467,348.023,1707.432,968.666,256.311,225.11,262.519,12.705,343.94,152.333
HP,1115.086,5839.515,410.238,1827.292,4012.223,4345.1107,45.43,108.438,37.0002,4502.084,8.51,347.943,497.753,2787.33,2014.913,149.653,-12.269,550.534,23.488,704.848,-33.656
HSY,2117.102,8140.395,2008.793,6395.401,1744.994,30693.6864,146.98,208.829,8.3285,2373.817,16.14,493.262,568.509,7986.252,4097.01,815.251,1716.582,1981.368,157.707,108.309,1149.692
HPQ,20177,33467,25293,34660,-1193,25320.579,20.55,1457.719,-0.8184,2794,56,4537,8939,58756,46963,5734,4187,4926,242,-5116,3152
HXL,704.9,3128.6,322.6,1682.5,1446.1,6128.716,73.31,83.6,17.2978,2009.3,6.977,64.4,280.3,2355.7,1573.7,333.1,425.2,566.8,58.2,382.3,306.6
HRC,1663.4,4919,1268.3,3345.7,1573.3,7010.9488,113.53,66.625,23.6143,296.8,10,214.1,653.3,2912.6,1281.9,269.6,380.2,575,89.6,395.1,152.2
HLT,2093,14957,2871,15429,-472,30942.2264,110.91,278.985,-1.7277,1247,173,538,1261,9452,7017,0,1579,1925,414,-778,881
HFC,3306.189,12164.841,1685.928,5655.415,6509.426,8207.2614,50.71,161.847,36.9373,5289.821,4.074,885.162,885.163,17486.578,15183.323,1474.202,1463.288,1973.213,145.821,1620.261,772.388
HD,19810,51236,18375,54352,-3116,245663.7,218.38,1077,-2.8932,28365,415.7,2133,2106,110225,72419,14531,15843,18066,1201,1435,11242
HNI,528.834,1452.512,478.705,868.144,584.368,1595.6087,37.46,42.595,13.7116,456.519,8.5,52.073,275.422,2246.947,1360.163,163.465,153.913,231.34,8.628,50.129,110.505
HRL,2361.413,8109.004,1105.049,2183.469,5925.535,21855.2552,45.11,534.489,11.0787,1629.111,18.8,672.901,594.32,9497.317,7447.901,1042.362,1140.595,1305.363,18.07,1256.364,978.806
CNP,3847,35439,3888,27080,8359,13696.1393,27.27,502.242,13.1032,21008,14.262,241,1835,12301,9537,546,1477,2764,603,-41,791
UBA,,1072.304,,414.704,579.724,,24.84,39.857,8.8999,,0.105,94.079,22.854,139.229,73.191,0,55.331,,14.102,,37.28
HUBB,1574.2,4903,844.9,2942.5,1960.5,8058.2595,147.82,54.514,35.7174,602,18.8,182,683,4591,3062.4,633,633.6,784.6,69.4,729.3,400.9
JBHT,1481.299,5470.854,1035.766,3203.825,2267.029,12403.5541,116.78,106.213,21.3442,3746.366,29.056,35,1242.16,9165.258,7641.358,21.106,814.482,1313.627,54.684,445.533,516.32
HBAN,,109002,,97207,11795,15381.6452,15.08,1020.003,10.3524,973,15.664,1045,74621,5640,1275,888,2003,2389,,,1411
HURC,261.861,301.065,54.632,60.82,240.245,235.4239,38.36,6.767,35.5024,13.913,0.785,56.943,43.279,263.377,182.424,148.851,22.54,26.285,0.062,207.229,17.495
BVH,,1790.971,,1146.892,640.07,435.1211,4.77,91.488,6.0095,239.037,7.185,406.87,0,984.776,626.04,11.297,944.422,944.422,,,17.691
ITT,1736.8,4107.7,849.7,2029.9,2077.8,6489.298,73.91,87.8,23.6321,623.2,10.5,612.1,578.4,2846.4,1831.4,410.9,433.8,538.7,,887.1,325.1
RYN,125.975,2860.996,151.186,1323.354,1537.642,4236.8836,32.76,129.331,11.1341,2604.24,0.353,68.735,27.127,711.556,430.115,14.518,111.56,239.795,31.716,-25.211,59.105
IDA,565.146,6641.201,374.859,4170.648,2470.553,5382.5064,106.8,50.398,48.9033,4514.155,1.993,217.254,156.009,1346.383,878.847,114.108,298.326,467.536,97.178,190.287,232.854
ITW,6253,15068,2154,12038,3030,57445.674,179.63,319.8,9.4622,1935,45,1981,2611,14109,7920,1164,3402,3828,221,4099,2521
TT,6217.2,20492.3,4861.9,13179.9,7312.4,31675.5006,132.92,238.305,30.4971,2366.2,50,1303.6,2864.3,16598.9,10967.9,1712.2,2235.5,2628,243,1355.3,1410.9
RYI,1280,2021.5,491.9,1842.9,178.6,446.9847,11.83,37.784,4.5681,567.9,4.5,11,438.6,4501.6,3615.3,742.9,191.1,249.5,93.2,788.1,82.4
GFF,925.179,2074.939,390.099,1597.176,477.763,981.5218,20.33,46.806,10.2073,337.326,7.3,72.377,264.45,2209.289,1571.198,547.232,133.619,195.467,70.991,535.08,37.287
INTC,31239,136524,22310,58865,77659,256756.5,59.85,4290,18.0662,56014,110.8,4194,7735,71965,19199,8744,22428,33254,961,8929,21048
INS,36.079,44.24,6.193,6.951,37.289,356.4645,39.94,8.925,4.178,3.122,0.53,26.415,8.759,34.303,10.747,0,13.382,14.394,0,29.886,10.969
TILE,548.135,1423.049,263.275,1054.847,368.202,969.1214,16.59,58.416,6.3031,431.629,4.335,81.301,177.482,1343.029,785.375,253.584,143.85,191.25,27.756,284.86,79.2
IBM,38420,152186,37701,131201,20985,118908.2244,134.04,887.11,23.4931,15006,352.6,8172,24287,77147,34743,1619,10849,16908,1729,719,9431
IFF,2942.544,13287.411,1552.19,6958.82,6229.548,13777.6587,129.02,106.787,58.2215,1679.582,13.668,606.823,1026.743,5140.084,2891.876,1123.068,784.131,1105.194,138.221,1390.354,455.873
NAV,4952,6917,3575,10640,-3723,3102.976,28.94,99.2,-37.5806,1309,12.3,1370,2261,11251,9052,911,884,1077,313,1377,221
IDCC,1016.332,1612.082,305.558,825.801,786.281,1672.8975,54.49,30.701,24.8056,34.73,0.487,745.491,66.293,324.424,195.595,0,51.735,128.829,40.955,710.774,20.928
IP,6639,33471,8646,25753,7718,18056.9418,46.05,392.116,19.6702,13829,51,511,3673,22376,16886,2208,2545,3846,705,-2007,1225
IPG,8770.7,17751.9,9420.4,14761.6,2825.6,8939.7,23.1,387,7.1729,2352.5,54.3,1192.2,7206.3,10221.3,8729.1,0,1119.9,1398.4,199.3,-649.7,656
IVC,355.877,852.126,218.657,543.61,308.516,303.6312,9.02,33.662,9.1651,92.183,3.9,80.063,140.013,927.964,650.334,120.5,2.006,17.569,29.076,137.22,-53.327
J,4111.768,11462.711,3073.706,5694.053,5768.658,12158.4285,89.83,132.879,43.0067,308.143,52,631.068,2840.209,12737.868,10086.602,,760.086,929.355,83.847,1038.062,847.184
EME,2659.883,4830.358,1938.61,2772.578,2057.78,4851.786,86.3,56.22,36.5908,401.658,36,358.818,2030.813,9174.611,7726.656,218.276,462.415,554.502,13.821,721.273,325.14
JNJ,45274,157728,35964,98257,59471,384003.7961,145.87,2632.507,22.591,18615,132.2,17305,14481,82059,20396,9020,21121,28130,388,9310,15119
JCI,12393,42287,9070,21458,20829,34130.2246,40.71,777.631,25.4182,3348,104,2805,5770,23968,15450,1814,1223,2048,369,3323,5674
KLAC,4315.075,9008.516,1768.486,6330.823,2677.693,18849.945,178.17,159.475,16.6741,448.799,10.02,1015.994,1084.128,4568.904,1744.39,1262.5,1429.573,1589.565,124.604,2546.589,1175.617
KMI,3238,74157,5100,39268,34086,47948.6951,21.17,2264.936,14.8976,36748,11.086,185,1370,13209,6870,371,3928,6339,1801,-1862,2190
KAMN,936.488,1418.943,203.992,595.741,823.202,1835.1469,65.92,27.839,29.5701,155.609,2.935,471.54,286.175,761.608,494.949,156.353,63.618,89.472,17.202,732.496,209.829
KSU,728.6,9786.8,491.3,5040.9,4745.9,14721.1266,153.16,96.116,45.9538,6629.2,7.04,148.8,341.5,2866,1465.2,150.6,1050.1,1400.8,115.9,237.3,538.9
EVRG,1467.7,25975.9,2335.9,17430.6,8545.3,14752.0627,65.09,226.641,37.8215,19450.9,4.617,23.2,567.5,5147.8,3068.4,481.6,1217.7,2079.4,388.5,-868.2,669.9
K,3431,17564,4778,14250,3314,23621.1139,69.16,341.543,8.0429,4153,31,397,1576,13578,8520,1226,1757,2241,268,-1347,960
KELYA,1405.7,2480.6,884.1,1216.1,1264.5,880.0605,22.58,39.1,32.3402,103.5,447.7,25.8,1286.3,5355.6,4361.9,0,90.8,121.5,4.2,521.6,112.4
KMT,1190.827,2656.269,461.726,1281.565,1374.704,3048.7528,36.89,82.421,16.1994,934.895,10.395,182.015,379.855,2375.234,1443.631,571.576,345.7,457.752,32.994,729.101,241.925
KBAL,229.585,364.666,133.084,148.176,216.49,641.6332,20.67,36.812,5.881,90.671,3.127,73.196,63.12,768.07,496.941,46.812,52.958,69.535,0.174,96.501,39.344
KMB,5057,15283,6919,15060,194,46966.1724,137.55,341.448,-0.0966,7846,40,,2263,18450,11082,1790,3296,4213,261,-1862,2157
KEX,917.579,6079.097,514.115,2707.505,3371.592,5368.1293,89.53,59.959,56.1821,3936.751,5.7,24.737,483.349,2838.399,2071.979,351.401,239.074,458.706,56.997,403.464,142.347
KR,10890,45256,14243,36683,8573,21165.68,28.99,788,10.9162,28685,435,399,1706,122286,95294,7084,2646,5295,603,-3353,1659
LYTS,110.98,201.1,39.875,81.163,119.937,94.7796,6.05,25.967,4.6188,31.976,1.065,0.966,55.61,328.852,242.132,43.512,4.028,14.25,2.278,71.105,-16.339
LZB,626.326,1434.889,350.169,718.583,716.306,1075.3467,31.48,45.857,15.2813,533.414,9.5,261.553,116.451,1703.982,946.133,181.643,141.265,172.283,1.291,276.157,77.469
SR,614.5,7619.2,1468.8,5072.8,2543,4446.9718,83.31,50.974,49.8882,4352,3.536,5.8,289.6,1952.4,1470.3,196.6,302.7,482.1,104.4,-854.3,184.6
LRCX,8560.409,12001.333,2371.65,7278.029,4723.304,27130.2947,292.4,144.433,32.3601,1059.077,10.7,3658.219,1455.522,9653.559,5032.13,1540.14,2483.25,2792.531,117.263,6188.759,2191.43
LANC,368.569,905.399,119.706,178.526,726.873,4085.1626,160.1,27.491,26.4404,247.044,3.2,196.288,75.691,1307.787,954.838,86.072,176.387,207.737,0,248.863,150.549
LAWS,106.422,204.429,56.93,96.428,108.001,471.1924,52.1,9.044,11.9417,27.792,1.77,5.495,38.843,370.785,168.838,55.905,9.066,14.959,0.603,49.492,7.221
LEG,1538.1,4816.4,928.1,3503.9,1312.5,6699.394,50.83,131.8,9.9545,993.9,22,247.6,591.9,4752.5,3579.9,636.7,523,703.8,90.7,610,333.8
LEN,,29359.511,,13325.681,16033.83,18372.0472,55.79,315.893,50.4903,279.527,10.106,1445.996,980.744,22259.561,17564.046,19738.586,2461.181,2639.216,422.71,,1849.052
JEF,,49460.234,,39706.945,9726.684,,21.37,291.644,32.8473,385,4.8,7678.821,13368.748,5081.497,2366.235,16895.741,1551.311,1705.619,1559.057,,964.696
LLY,13709.6,39286.1,11775.2,36587,2699.1,119276.1422,131.43,907.526,2.8725,8405,33.625,2337.5,5541.5,22319.5,3596.1,3190.7,5874.1,6914.6,400.6,1934.4,8318.4
